Ernest_Brannon,Emilia_Ferranti,1,6,,,,,1,14643
Ernest_Brannon,Francis_Sheikh,1,1,,,,,2,5896
Ernest_Brannon,Ann_Martindale,1,1,,,,,3,98
Ernest_Brannon,Katherine_Love,1,2,,,,,4,1552
Ernest_Brannon,Thomas_Thompson,1,2,,,,,5,425
Ernest_Brannon,Cheryl_Valles,1,1,,,,,6,882
Ernest_Brannon,Oscar_Carpenter,1,13,,,,,7,14643
Ernest_Brannon,Luke_Rodriguez,1,1,,,,,8,5896
Ernest_Brannon,Brendan_Jacobs,1,1,,,,,9,98
Ernest_Brannon,Wayne_Rogers,1,1,,,,,10,1552
Ernest_Brannon,Arnold_Tucker,1,1,,,,,11,425
Ernest_Brannon,Elvira_Sanmiguel,1,1,,,,,12,882
Ernest_Brannon,Jimmie_Jackson,1,3,,,,,13,
Ernest_Brannon,Sarah_Butler,1,1,,,,,14,
Ernest_Brannon,Louis_Gentile,1,1,,,,,,22
Ernest_Brannon,Eva_Carrington,1,10,,,,,,6
Ernest_Brannon,Maxine_Wheeler,1,1,,,,,,
Ernest_Brannon,Lyle_Brunette,1,1,,,,,,
Ernest_Brannon,Scott_Currie,1,1,,,,,,
Ernest_Brannon,Rocio_Schmiedeskamp,1,2,,,,,,
Ernest_Brannon,Ivan_Ritchie,1,2,,,,,,
Ernest_Brannon,Lisa_Gunderson,1,32,,,,,,
Gary_Lo,Tyrone_Ussery,1,1,,,,,,
Michael_Angelo,Vernon_Kearney,1,1,,,,,,
Michael_Angelo,Kurt_Gaut,1,1,,,,,,
Michael_Angelo,Jerry_Shippy,1,17,,,,,,
Michael_Angelo,Nancy_Martz,1,2,,,,,,
Michael_Angelo,Ann_Martindale,1,1,,,,,,
Michael_Angelo,James_Bossey,1,1,,,,,,
Michael_Angelo,Emil_Sharpe,1,1,,,,,,
Michael_Angelo,Cecil_Henson,1,4,,,,,,
Michael_Angelo,Carlos_Garmon,1,1,,,,,,
Michael_Angelo,John_Miller,1,1,,,,,,
Michael_Angelo,Allison_Martinez,1,1,,,,,,
Michael_Angelo,Noah_Brown,1,3,,,,,,
Michael_Angelo,Karyn_Conway,1,1,,,,,,
Michael_Angelo,Charlie_Mcwayne,1,2,,,,,,
Michael_Angelo,Carlton_Juarez,1,3,,,,,,
Michael_Angelo,Wayne_Hultgren,1,2,,,,,,
Michael_Angelo,Rose_Johnson,1,1,,,,,,
Michael_Angelo,Joan_Toth,1,1,,,,,,
Michael_Angelo,Frank_Moss,1,1,,,,,,
Michael_Angelo,Terry_Wells,1,1,,,,,,
Michael_Angelo,Julia_Bermudes,1,1,,,,,,
Michael_Angelo,Alvin_Gomez,1,1,,,,,,
Michael_Angelo,Verline_Weilbacher,1,1,,,,,,
Michael_Angelo,Dorothy_Wax,1,2,,,,,,
Michael_Angelo,Thomas_Ewy,1,1,,,,,,
Michael_Angelo,Mildred_Figaro,1,1,,,,,,
Michael_Angelo,Aimee_Phegley,1,1,,,,,,
Michael_Angelo,Keith_Smith,1,3,,,,,,
Michael_Angelo,Jacob_Brentson,1,3,,,,,,
Michael_Angelo,Rodney_Perez,1,3,,,,,,
Michael_Angelo,Charles_Jones,1,2,,,,,,
Michael_Angelo,Daniel_Westmoreland,1,1,,,,,,
Michael_Angelo,Marie_Sheppard,1,1,,,,,,
Michael_Angelo,Phillip_Wedlow,1,1,,,,,,
